0	-0.03961
9.07029E-5	-0.04575
1.81406E-4	-0.03656
2.72109E-4	-0.04321
3.62812E-4	-0.04984
4.53515E-4	-0.03363
5.44218E-4	-0.04166
6.34921E-4	-0.04202
7.25624E-4	-0.05472
8.16327E-4	-0.05493
9.07029E-4	-0.05759
9.97732E-4	-0.05823
0.00109	-0.05804
0.00118	-0.05954
0.00127	-0.05865
0.00136	-0.05759
0.00145 -0.0629
0.00154	-0.07242
0.00163	-0.07291
0.00172	-0.06845
0.00181	-0.07419
0.0019	-0.07587
0.002	-0.08023
0.00209	-0.07687
0.00218	-0.06113
0.00227	-0.05801
0.00236	-0.05414
0.00245	-0.039
0.00254	-0.03668
0.00263	-0.02777
0.00272	-0.02301
0.00281	-0.02127
0.0029	-0.01886
0.00299	-0.02005
0.00308	-0.02301
0.00317	-0.02045
0.00327	-0.0217
0.00336	-0.01648
0.00345	-0.01553
0.00354	0.00156
0.00363	0.01956
0.00372	0.01529
0.00381	0.02341
0.0039	0.03784
0.00399	0.03726
0.00408	0.03506
0.00417	0.02753
0.00426	0.01788
0.00435	0.00604
0.00444	0.00934
0.00454	0.02115
0.00463	0.02448
0.00472	0.02908
0.00481	0.0293
0.0049	0.02243
0.00499	0.02432
0.00508	0.02328
0.00517	0.01407
0.00526	0.00266
0.00535	-0.0015
0.00544	-0.00394
0.00553	0.0062
0.00562	0.02258
0.00571	0.02585
0.0058	0.02786
0.0059	0.01932
0.00599	0.013
0.00608	0.02179
0.00617	0.02252
0.00626	0.02704
0.00635	0.02414
0.00644	0.02713
0.00653	0.03363
0.00662	0.03708
0.00671	0.04889
0.0068	0.04919
0.00689	0.04358
0.00698	0.04239
0.00707	0.03949
0.00717	0.0365
0.00726	0.02686
0.00735	0.02249
0.00744	0.0242
0.00753	0.02551
0.00762	0.02859
0.00771	0.0206
0.0078	0.01645
0.00789	0.00983
0.00798	9.15527E-5
0.00807	0.00418
0.00816	0.00754
0.00825	0.02029
0.00834	0.03235
0.00844	0.03598
0.00853	0.03882
0.00862	0.0394
0.00871	0.03641
0.0088	0.0347
0.00889	0.03604
0.00898	0.03378
0.00907	0.03482
0.00916	0.03424
0.00925	0.0278
0.00934	0.02753
0.00943	0.02518
0.00952	0.02896
0.00961	0.0361
0.00971	0.03015
0.0098	0.0372
0.00989	0.03287
0.00998	0.02213
0.01007	0.01953
0.01016	0.02408
0.01025	0.03177
0.01034	0.02863
0.01043	0.02402
0.01052	0.02029
0.01061	0.01703
0.0107	0.01373
0.01079	0.00836
0.01088	0.00793
0.01098	0.00479
0.01107	0.00671
0.01116	0.02066
0.01125	0.02295
0.01134	0.01889
0.01143	0.01331
0.01152	0.01218
0.01161	0.0098
0.0117	0.0015
0.01179	0.00449
0.01188	0.01019
0.01197	0.01193
0.01206	0.02136
0.01215	0.02493
0.01224	0.01654
0.01234	0.01242
0.01243	0.01556
0.01252	0.02048
0.01261	0.02594
0.0127	0.02609
0.01279	0.02426
0.01288	0.01541
0.01297	0.01053
0.01306	0.01697
0.01315	0.026
0.01324	0.02631
0.01333	0.02289
0.01342	0.02295
0.01351	0.02203
0.01361	0.01404
